ASOS,1,0,1,0,4,2,2,8,19,15,13
ASOS,2,3,0,1,0,2,3,14,16,14,9
ASOS,3,0,0,1,3,12,14,20,9,1,6
ASOS,4,2,4,1,1,2,13,19,14,6,8
ASOS,5,1,0,0,0,2,4,13,24,15,10
ASOS,6,1,0,1,4,4,8,16,20,3,9
ASOS,7,2,0,3,1,1,4,13,20,12,14
ASOS,8,3,1,0,1,0,3,10,21,16,15
ASOS,9,0,0,1,1,2,4,13,21,9,9
ASOS,10,1,0,1,2,5,9,15,16,3,9
ASOS,11,0,1,1,0,3,3,12,22,8,9
ASOS,12,2,1,1,2,1,3,9,14,13,10
ASOS,13,6,0,0,2,2,13,18,4,1,6
ASOS,14,0,1,0,0,3,4,10,21,7,6
ASOS,15,3,0,0,1,2,8,9,14,5,8
ASOS,16,2,0,0,0,5,4,12,14,10,7
ASOS,17,0,0,1,2,6,12,11,9,0,5
ASOS,18,1,0,1,1,2,11,14,9,2,4
ASOS,19,1,0,0,1,0,4,1,7,23,15
ASOS,20,1,0,0,0,0,4,3,18,13,10
ASOS,21,0,0,0,0,1,2,9,18,9,6
ASOS,22,2,0,0,0,1,0,1,8,24,13
ASOS,23,1,0,0,0,2,7,15,13,2,5
ASOS,24,0,0,0,0,2,4,11,17,4,7
ASOS,25,1,0,0,0,0,0,6,12,11,25
ASOS,26,0,1,0,0,1,4,12,12,12,5
ASOS,27,1,0,0,1,1,2,11,15,8,6
ASOS,28,0,0,1,0,1,0,4,4,15,34
ASOS,29,1,0,0,1,2,2,7,13,11,13
ASOS,30,2,0,0,1,3,4,12,16,4,5
ASOS,31,2,1,0,0,2,6,17,9,4,8
ASOS,32,3,0,0,0,1,2,7,17,10,10
ASOS,33,1,0,1,1,1,7,21,7,2,5
ASOS,34,1,1,0,0,0,2,3,10,18,14
ASOS,35,2,1,0,0,0,2,3,10,16,17
ASOS,36,1,1,0,0,3,8,17,6,4,4
ASOS,37,0,0,0,0,2,1,4,15,9,14
ASOS,38,1,0,0,1,0,0,3,6,17,21
ASOS,39,1,0,0,0,0,2,6,15,9,13
ASOS,40,2,0,0,1,2,5,13,11,3,6
ASOS,41,1,2,1,0,1,4,13,20,4,8
ASOS,42,2,0,1,0,1,0,6,15,17,13
ASOS,43,1,0,0,0,0,5,6,13,12,15
ASOS,44,2,1,2,0,0,3,12,19,8,6
ASOS,45,2,0,1,1,2,5,6,12,22,19
ASOS,46,2,1,1,1,3,9,14,13,5,14
ASOS,47,0,0,1,1,1,1,9,25,11,14
ASOS,48,2,0,1,3,2,8,12,12,12,11
ASOS,49,1,1,0,1,1,4,19,17,9,15
ASOS,50,3,1,1,0,2,4,9,18,12,20
ASOS,51,5,0,1,1,4,5,12,12,12,14
ASOS,52,3,0,1,2,0,2,1,9,9,67
ASOS,53,2,0,0,3,3,3,2,19,22,20
ASOS,54,0,1,2,0,1,2,6,23,15,20
ASOS,55,2,0,0,1,2,4,16,15,7,14
ASOS,56,1,0,1,0,2,2,2,15,27,14
ASOS,57,2,0,2,1,0,3,8,14,23,17
ASOS,58,2,0,0,0,1,4,5,18,15,21
ASOS,59,1,1,0,0,5,11,13,9,9,12
ASOS,60,2,1,0,0,2,2,10,21,6,16
ASOS,61,1,0,0,1,2,2,2,8,11,56
ASOS,62,3,1,3,1,0,0,6,13,17,25
ASOS,63,2,1,1,4,2,3,2,19,18,14
ASOS,64,0,1,1,1,0,0,15,19,12,13
ASOS,65,1,0,1,1,1,2,11,20,17,18
ASOS,66,2,1,2,3,4,3,12,20,8,15
ASOS,67,2,1,0,2,3,2,5,16,16,22
ASOS,68,5,0,0,4,1,2,10,14,17,13
ASOS,69,3,0,2,1,2,5,13,13,15,14
ASOS,70,1,0,0,0,2,6,11,22,13,15
ASOS,71,2,0,1,0,0,1,1,5,11,54
ASOS,72,1,0,0,2,1,5,5,19,13,17
ASOS,73,4,1,2,2,1,1,10,29,26,39
ASOS,74,0,0,1,0,1,4,9,20,36,42
ASOS,75,3,0,2,0,4,1,5,21,32,45
ASOS,76,1,0,0,2,1,9,26,31,13,19
ASOS,77,3,0,1,1,1,4,15,26,25,29
ASOS,78,3,1,0,1,0,1,6,9,22,79
ASOS,79,1,1,1,1,1,4,16,35,20,22
ASOS,80,4,0,0,0,1,4,6,19,32,41
ASOS,81,1,1,1,1,0,1,6,14,26,75
ASOS,82,1,0,0,1,2,3,12,11,36,59
