ACOK,1,2,0,0,0,2,2,10,20,20,20
ACOK,2,2,0,0,0,2,5,14,28,7,10
ACOK,3,1,0,0,0,3,4,18,17,13,9
ACOK,4,1,0,0,0,1,0,5,15,26,17
ACOK,5,2,0,1,3,3,12,13,14,6,7
ACOK,6,2,0,0,0,1,4,7,16,17,9
ACOK,7,2,0,0,1,2,5,10,11,13,10
ACOK,8,2,0,0,0,3,4,20,6,11,7
ACOK,9,2,0,0,0,0,1,3,11,19,21
ACOK,10,2,0,0,1,1,1,15,20,4,9
ACOK,11,1,0,0,0,0,0,4,13,17,15
ACOK,12,2,0,0,0,0,1,4,21,10,12
ACOK,13,2,0,0,0,3,7,8,16,5,6
ACOK,14,4,0,2,2,5,9,9,10,2,6
ACOK,15,2,0,0,0,0,2,5,5,15,21
ACOK,16,1,0,0,0,1,0,7,10,14,10
ACOK,17,2,0,1,1,2,7,4,15,5,6
ACOK,18,1,0,1,0,0,0,3,5,17,16
ACOK,19,2,1,0,0,4,1,12,8,6,9
ACOK,20,2,0,1,0,1,4,8,11,9,11
ACOK,21,1,0,0,0,1,0,6,12,15,9
ACOK,22,2,0,0,0,1,6,7,14,10,5
ACOK,23,0,0,2,1,0,1,8,7,16,11
ACOK,24,4,0,0,0,4,6,10,8,6,6
ACOK,25,2,0,0,0,1,2,3,12,16,10
ACOK,26,2,0,0,0,0,0,3,10,13,18
ACOK,27,2,1,0,1,0,4,6,12,10,9
ACOK,28,2,0,0,2,1,5,11,11,3,8
ACOK,29,2,0,0,0,2,3,14,10,5,8
ACOK,30,2,1,0,0,1,2,5,16,10,9
ACOK,31,3,0,0,0,0,0,7,12,10,10
ACOK,32,2,0,1,0,1,1,3,12,10,13
ACOK,33,2,0,0,0,0,1,11,12,8,8
ACOK,34,1,0,0,0,1,3,4,6,7,19
ACOK,35,1,2,0,2,6,5,9,6,1,8
ACOK,36,1,0,0,1,2,2,7,12,8,8
ACOK,37,1,0,1,0,0,0,11,10,10,8
ACOK,38,1,0,1,1,0,2,10,9,7,9
ACOK,39,2,0,0,1,2,3,6,11,5,9
ACOK,40,2,1,0,0,2,6,5,6,8,9
ACOK,41,2,1,0,0,6,7,9,8,2,7
ACOK,42,1,0,2,0,2,1,3,11,9,15
ACOK,43,1,0,0,0,0,1,3,8,12,25
ACOK,44,3,0,0,1,2,8,8,6,5,8
ACOK,45,1,0,2,1,0,3,10,11,9,8
ACOK,46,4,2,0,0,2,7,7,9,6,8
ACOK,47,1,0,1,1,1,2,6,12,10,11
ACOK,48,3,0,1,0,2,0,3,1,20,20
ACOK,49,1,0,1,0,0,1,3,4,7,41
ACOK,50,1,0,1,0,0,4,7,10,5,13
ACOK,51,6,0,0,0,3,2,6,11,6,6
ACOK,52,4,0,2,1,1,5,5,6,10,9
ACOK,53,8,2,0,2,1,7,4,9,4,5
ACOK,54,4,0,0,0,3,4,9,7,6,10
ACOK,55,5,1,1,1,1,1,9,10,5,11
ACOK,56,3,1,1,1,1,3,2,7,9,10
ACOK,57,6,0,0,1,3,2,4,11,2,6
ACOK,58,8,0,1,2,4,4,7,6,1,5
ACOK,59,4,1,0,0,0,0,2,11,9,12
ACOK,60,4,1,0,0,1,0,3,9,8,11
ACOK,61,9,0,0,0,2,5,10,8,6,10
ACOK,62,4,1,1,0,1,1,5,10,12,16
ACOK,63,8,3,0,0,2,4,7,9,7,8
ACOK,64,3,1,1,0,1,6,6,7,7,14
ACOK,65,7,1,1,0,2,3,8,9,9,12
ACOK,66,4,1,0,0,2,3,9,8,6,11
ACOK,67,1,0,0,0,2,1,6,6,18,12
ACOK,68,0,1,0,2,4,7,8,11,6,6
ACOK,69,2,0,2,0,1,1,4,4,7,28
ACOK,70,4,1,0,0,0,1,4,6,13,16
