AGOT,1,0,0,0,0,1,3,8,33,31,71
AGOT,2,0,0,1,0,1,7,9,35,40,29
AGOT,3,0,0,1,1,8,12,27,42,10,8
AGOT,4,0,0,0,2,3,8,36,38,11,9
AGOT,5,0,0,0,0,1,3,14,35,36,16
AGOT,6,1,0,0,0,3,3,12,34,34,24
AGOT,7,1,0,0,1,3,11,39,33,18,5
AGOT,8,0,0,1,1,1,5,19,35,29,18
AGOT,9,1,1,0,1,0,1,6,20,32,49
AGOT,10,1,0,0,0,0,4,9,30,36,30
AGOT,11,0,0,0,2,1,3,15,26,25,19
AGOT,12,0,0,1,1,3,5,25,23,12,19
AGOT,13,0,0,1,1,1,6,16,29,23,11
AGOT,14,1,0,1,0,0,1,16,26,25,20
AGOT,15,2,1,1,2,0,8,16,26,12,17
AGOT,16,0,0,1,1,2,9,21,28,12,8
AGOT,17,0,0,0,0,0,2,8,38,19,14
AGOT,18,0,0,0,0,2,2,10,15,26,25
AGOT,19,1,0,1,0,4,9,19,24,10,8
AGOT,20,0,1,0,0,2,1,10,25,20,20
AGOT,21,0,0,0,0,1,4,18,21,18,18
AGOT,22,0,0,0,0,0,2,13,31,15,19
AGOT,23,0,0,0,1,2,3,11,27,18,17
AGOT,24,1,0,0,0,2,7,14,22,12,17
AGOT,25,0,0,0,0,0,6,14,28,16,11
AGOT,26,0,0,0,0,0,2,12,25,18,15
AGOT,27,2,0,1,0,1,3,11,26,15,15
AGOT,28,0,1,0,0,2,2,11,26,13,17
AGOT,29,2,0,0,2,1,4,17,18,12,17
AGOT,30,5,2,1,0,4,6,11,12,16,16
AGOT,31,0,0,0,1,1,0,5,14,24,24
AGOT,32,0,0,1,0,3,6,5,11,22,21
AGOT,33,1,0,0,1,2,0,6,17,19,26
AGOT,34,0,0,1,0,3,1,7,19,18,19
AGOT,35,2,0,0,0,6,9,15,11,10,13
AGOT,36,1,0,0,0,1,0,2,14,21,29
AGOT,37,2,1,0,1,3,4,18,15,4,18
AGOT,38,3,2,5,1,1,2,8,24,16,8
AGOT,39,1,1,0,1,1,1,4,16,30,15
AGOT,40,2,1,3,0,3,1,6,12,15,31
AGOT,41,2,0,0,0,0,2,8,10,21,22
AGOT,42,2,2,1,2,3,10,11,15,11,12
AGOT,43,1,0,0,1,7,2,5,18,17,17
AGOT,44,0,0,0,0,1,0,4,14,21,28
AGOT,45,9,1,0,4,2,5,16,12,2,14
AGOT,46,0,0,0,1,0,1,3,9,24,30
AGOT,47,1,1,0,0,0,1,7,8,16,33
AGOT,48,0,1,0,0,1,2,1,11,25,25
AGOT,49,2,0,0,4,2,4,12,22,9,11
AGOT,50,0,0,1,0,1,1,4,4,20,38
AGOT,51,1,0,1,0,0,2,3,13,19,33
AGOT,52,4,1,1,3,3,6,16,13,12,11
AGOT,53,1,0,1,0,1,5,5,20,12,26
AGOT,54,2,0,0,3,2,4,8,24,14,13
AGOT,55,1,0,0,0,0,7,4,15,17,25
AGOT,56,2,1,1,2,3,9,13,15,9,11
AGOT,57,2,1,0,1,1,1,11,14,18,15
AGOT,58,4,2,4,0,1,9,15,16,8,10
AGOT,59,0,0,1,0,0,0,3,14,19,32
AGOT,60,1,0,1,1,1,1,14,16,14,17
AGOT,61,1,0,0,1,1,2,8,15,18,17
AGOT,62,1,0,1,1,4,2,9,20,8,10
AGOT,63,1,0,0,0,3,8,5,16,16,8
AGOT,64,2,2,0,1,0,7,9,23,15,21
AGOT,65,3,0,1,4,2,1,10,15,11,28
AGOT,66,2,0,1,1,1,0,7,7,17,42
AGOT,67,1,1,4,0,4,5,6,15,21,11
AGOT,68,6,0,0,0,3,9,9,12,15,14
AGOT,69,3,0,3,1,1,6,9,17,12,13
AGOT,70,1,0,1,2,1,1,3,18,22,17
AGOT,71,2,1,1,0,4,1,5,18,11,25
AGOT,72,1,0,0,0,4,3,5,11,10,30
AGOT,73,3,1,0,0,2,0,2,3,12,53
